speed,pressure,temperature,brake_pad_thickness,vibration,fluid_level,wheel_speed_diff,brake_failed
66.09434159508862,1.6835987028018433,53.006954799163026,9.956680123471473,0.1329122062975484,0.5723049125329094,0.8937022378133894,0
39.20031787519009,6.782413985092365,42.254825261114455,7.221799405249094,0.13271750953498926,0.9856663661561142,1.1547446651254418,1
75.00902391612914,4.883935987169607,89.97848880813156,11.819175470740662,0.12150756176944699,0.9935793134271387,0.46696383357872323,0
78.81129432782427,3.8001817630751926,84.60029848463995,5.476831205689046,0.18456773999435813,0.9633962800783971,0.0,0
20.979296226923275,4.498364976479218,13.2632360341768,3.797882368633945,0.08065085074671417,0.9642204581401326,0.6433185182100086,0
33.95640986275364,7.073541574082007,40.94196157751421,3.1771006084615525,0.08127800856217275,0.7500550811082383,0.4833189407999903,1
62.556808063345706,6.462481034650146,87.65564454805114,9.987369503545084,0.06704925535614151,0.7172273368142528,0.21699023629481573,0
53.675148153128355,4.744153083988999,77.83358534563583,6.259839166699397,0.22198075534830566,0.9009490743084643,1.3023008253845447,1
59.66397684991422,2.7217850718614405,67.97204845988789,7.649078625872396,0.1767216754477808,0.5663705069090949,0.6057893024697205,0
42.9391214485284,2.8629108061767203,98.1703420223055,10.735932523137741,0.06983119424801587,0.45486590047578357,1.0010401625291665,0
77.58795949725658,6.506060319849324,36.70901096933017,8.821854521517967,0.03976905304118949,0.8985145565582766,0.11045950384162018,0
75.55583870857896,2.4445151486912122,62.15024901536712,5.034699728704315,0.09007774268632374,0.27688663285351983,0.913262993960588,1
61.320613951224324,4.763691023511384,95.54111455598733,12.06048317166836,0.10354156929299464,0.516916317541761,1.3730377492011572,0
82.54482413936066,10.0,60.52114920621758,7.272512483415576,0.1127441921121141,0.8868522502467944,1.9944660688324802,1
69.35018684504091,5.9191216767401915,89.37640185632985,7.842640325833584,0.023062322762862075,0.8445398161561308,0.0,0
42.81415074233524,6.484498407990009,45.6131099934528,6.217937731904739,0.06303071274857378,0.5149228214600075,0.9777822425456171,0
67.37501568164998,2.877929456267343,55.28451638049219,5.210888525655368,0.16076631853888304,0.5372616837562525,0.0,1
40.82234798342002,2.5453966876551113,26.534065629517386,8.575899731681423,0.13060812740162497,0.5105101620442959,0.06016967759384928,0
77.56900602614544,6.591644074076102,18.286203056286908,4.396526320318539,0.06506714458641799,0.8071296555900487,0.9671346772160306,1
